stop,pagerank
Hesaraghatta Indo Danish Farm,0.0003292863485529009
Koturu,0.0003292863485529009
A Narayanapura,0.0003292863485529009
Horamavu Agara,0.0003292863485529009
Ashwath Nagara,0.0003292863485529009
Chalekere,0.0003292863485529009
CGHS Nagavar Palya,0.0003292863485529009
Rachenahalli,0.0003292863485529009
Venkateshwara Nagara,0.0003292863485529009
Thanisandra,0.0003292863485529009
Devarabisanahalli,0.0003292863485529009
Vibhuthipura Samudaya Bhavana,0.0003292863485529009
BChannasandra,0.0003292863485529009
Karim Sab Layout,0.0003292863485529009
Koothaganahalli,0.0003292863485529009
Bidaluru,0.000328880148456053
Nagarabhavi Maruthinagara,0.0003273067556785568
Ramasandra,0.0003267625707193818
Hoovinayakanahalli,0.0003267625707193818
Haniyur,0.0003267625707193818
Byala Halli,0.0003267625707193818
Vinayaka Nagara Telecome Layout,0.0003256418830003513
Magadi Road 2nd Cross,0.0003256084159232741
Subramanyanagara,0.0003251310646958569
Papareddy Palya Bus Stand,0.00032510172965702025
Sampigehalli,0.00032465648554635105
8th Mile,0.00032453816808616286
HP Software Mahadevapura,0.00032452387148915884
Mathahalli,0.00032396580993563273
CMH Road,0.0003238207807160568
Richmond Road Tower,0.00032308063893018405
Casappa Cola Residency Road,0.00032308063893018405
Malleshwaram 8th Main,0.00032308063893018405
Basavanagara Bus Stand,0.00032211077071029085
Thurahalli,0.00032211077071029085
Leggere,0.00032199712092956907
Summanahalli Depot-31,0.00032181221037221464
Sidedahalli,0.00032164044999253097
Atturu Layout Yelahanka Road,0.00032163196590225576
Gullahatti Kaval,0.00032142135758593657
DRDO TOWNSHIP BUS STAND,0.00032124920895057165
Bramha Devara Gudda,0.00032116688767199955
Jambu Savari Dinne,0.00032116362923082875
Goravanahalli,0.00032093502994035353
Canara Bank Cunningham Road,0.00032006599200703605
Mind Tree Global Villiage,0.00032006529375542414
Manchanabele,0.0003199485447155922
Vidyaranyapura 6th Block,0.0003196800400501746
Heritage Apartment,0.0003196800400501746
Valepura,0.00031942724852600615
KHB Colony Basaveshwaranagara,0.0003193852350672314
Kakolu,0.0003186864959637826
Uraganadoddi Bannerughatta Area,0.0003186451483125751
HP Petrol Bunk Coles Road,0.0003172337386856839
Sadasdashiva Nagar Indian Bank,0.0003172337386856839
Dinnura,0.000316920491261199
Avalahalli BDA Layout,0.00031582900026079
Gangenahalli,0.0003157482459084101
Neeladri Nagara,0.00031547693840447844
Girinagara Circle,0.0003149067810549823
Singanayakanahalli,0.00031444954517738746
Government Sub-Urban Press,0.00031387300824136993
Shanthipura,0.00031387300824136993
Kambalipura,0.00031387300824136993
Adakimaranahalli,0.0003129760983559118
Aluru Palya,0.0003129760983559118
Tore Hosahalli,0.0003129760983559118
Purushanahalli,0.0003129760983559118
Chitrapura Mutt Malleshwaram,0.00031165299342387576
BOSCH- Bommamahalli,0.00031136551368113807
Lakshmipura MS Palya,0.000311308208191657
Pillahalli colony,0.000311308208191657
Silk Board Attibele Road,0.0003112078254331671
Rajarajeshwarinagar Swargarani School,0.00031021679896438953
Mother Dairy,0.0003100208654673043
Chamundi Nagara,0.0003097589424273945
Papareddy Palya,0.0003093368343374468
Madeshwara Nagara,0.0003093368343374468
Koramangala 8th Block,0.0003093368343374468
GANDHIPURA,0.0003093368343374468
Indira Nursing Home Tyagarajanagar,0.0003093368343374468
Vijaya Bank Layout,0.0003093368343374468
Umara Bhagh Layout,0.0003093368343374468
Kumaraswamy Layout West,0.0003093368343374468
Dasanayakanahalli,0.0003093368343374468
Kamalanagar Bus Stop,0.0003093368343374468
Parangipalya,0.0003093368343374468
Yarappanahalli,0.0003093368343374468
Tata Nagara,0.0003093368343374468
Sadaramangala,0.0003093368343374468
BDS Nagara,0.0003093368343374468
Virabhadranagara Cross,0.0003093368343374468
Muneshwara Block,0.0003093368343374468
Geleyara Balaga AGB Layout,0.0003093368343374468
Timber Yard Layout,0.0003093368343374468
Eliyas Nagar,0.0003093368343374468
Singapura,0.0003093368343374468
Doddabidarakallu,0.0003093368343374468
Bandenallasandra,0.0003093368343374468
Vishweshwaraiah Enclave,0.0003093368343374468
Medi Mallasandra,0.0003093368343374468
Muneshwara nagara Kerekodi,0.0003093368343374468
Laggere Arch,0.0003093368343374468
Vivekanada Nagara,0.0003093368343374468
Lourdhubhai Kalyana mantapa,0.0003093368343374468
Jyothi Nagara,0.0003093368343374468
Krishnappa Layout,0.0003093368343374468
Sigehalli,0.0003093368343374468
Janapriya Town Ship,0.0003093368343374468
Kendriya Vihara Yelahanka,0.0003093368343374468
Bapuji Layout,0.0003093368343374468
Lingarajapuram KHB Colony,0.0003093368343374468
Central Jail,0.0003093368343374468
Mohan Kumar Nagara,0.0003093368343374468
Mini TajMahal,0.0003093368343374468
Karekall kunigal Road,0.00030906572270584517
Avalahalli New BDA Layout,0.0003089633835913902
Thotada Guddadahalli,0.0003075718958542327
BHEL Layout,0.0003068130565039278
Coffee Board Layout,0.0003066655471153539
Sri Vidyanagara,0.0003041009674207278
Agara Junction,0.0003031009072356327
HSRKEB,0.0003027787104663142
Ghanigara Halli,0.0003014718433704826
NGEF,0.00030140354155347784
GKVK Library,0.0003013303081327351
Bhavani Nagara 2nd Stage,0.00030121737345654553
Kuvempu Nagara 2nd Stage,0.00030098551572489945
HSR Layout 2nd Sector,0.00030098551572489945
Ganganagara,0.00030078653371469493
Srinivasapura,0.00030008513900394037
Tata Elxsi BrigadeTeck Park,0.0002998318544494164
Chikkalasandra Ramanjaneya Layout,0.00029947578466542443
Sharada Nagara,0.0002994359576273678
Kuvempunagar,0.00029936689859904404
HMT Auditorium,0.00029927678854311883
Thalaghattapura Bus Stop,0.0002986956340971211
Nayandahalli Junction,0.0002977182183406797
Raghavendra Colony TR Mill,0.00029753784747591253
Sonnenahalli,0.00029616087202429507
MATHA AMRUTHAMAYI COLLEGE,0.0002960133626357211
Bommasandra,0.00029527820134145154
T John College Campus,0.0002951668446560564
Esteem Mall,0.00029420362814065585
Hoodi,0.00029406607831313365
Bharath House building Co-operative Society layout,0.0002938601026427785
New Devanahalli,0.000293658607718281
Nagarabhavi 1st Stage 3rd Block,0.00029294409025765053
DAYANANDA SAGAR COLLEGE,0.00029277214015318393
KAVERI NAGARA,0.0002907551470019452
India Garrage Lower Agrram Road,0.0002903860974094753
Chikka Thirupathi,0.00029016343750234205
Depot 23,0.000289086145376958
Bapuji Nagara,0.0002890554855733427
ITC,0.00028875268119546297
Sahakar Nagar Police Out Post,0.00028836819157342976
Rajaji Nagar 1st Block,0.00028792576447988604
Kalyani Magnum JP Nagara,0.0002864944529987446
Cluny Convent High School,0.00028567862882406886
BMS College Campus,0.00028567862882406886
Tambuchettipalya,0.00028548423689116903
MIND TREE,0.00028520671947700676
Kumbalagodu,0.00028485301238334257
Jn of Ring Road Channasandra,0.00028485301238334257
Bidadi Main Bus Stand,0.00028485301238334257
Gulaganjanahalli,0.0002847987452350079
Depot 12,0.0002847987452350079
Mayohall,0.0002846780726464929
Sapthagiri College Chikka Banawara,0.0002825007384275512
Deo Hights Layout Arch,0.00028229861706687655
UNITEX,0.00028227381693171735
Wilson Garden Police Station,0.00028218437792048364
Tippasandra,0.00028218437792048364
Wilson Garden police Station,0.00028218437792048364
Contonment Railway Station,0.00028199451905635946
Jalahalli Cross Ayyappa Temple,0.00028161705010539445
Bharatnagara,0.0002795719048522853
Kengeri Satellite Town Corporation Bank,0.0002773623105987389
INTEL,0.0002772627555157771
Koramangla National Games Village,0.0002772328278455604
Depot 8,0.0002755353945874578
Summanahalli Signal,0.00027204627547677634
Cambridge Layout,0.0002717142769000428
Chikkagollarahatti,0.0002717142769000428
Depot 43,0.0002717142769000428
Designers Suits,0.000269085705821655
Kumaraswamy Layout Police Station,0.000264867850325
Richmond Park,0.0002646736511287389
Maruthi mandira,0.00026365659644894386
Bhima Jyothi Nagara,0.00026334377778098635
Yelahanka NES,0.00026316339148073483
BK Circle,0.0002622445942733196
Depot 13,0.0002604917653484579
CQEAE Complex,0.00025549698947833306
Vyali Kaval Police Station,0.00025549698947833306
NP Medical Store,0.0002534949042585072
StJosephs College,0.00025158517555712474
Warriers Bakery,0.00023901000070937787
Heelalige Railway Station,0.00023878403891144971
Huskur gate,0.00023871786083981493
DEPOT 34,0.00023745737667499436
Depot 18,0.00023745737667499436
St Michael's High School,0.00023616092751616559
MVJ Medical Hospital,0.00023483533758301885
Jnana Bharathi Police Station,0.0002344858552768891
Amrutahalli,0.00023378443452352402
Kamalanagara Old Bus Stop,0.00023148981705747163
ITI Bhavan,0.00023074972314879894
Hunasamarenahalli,0.00023050773736764098
Horamavu Maruthi Vidyala Campus,0.00023007665493047447
Kempegowda Nagara Police Station,0.00023007665493047447
Bank Colony,0.00022993189222099162
Ragigudda,0.00022993189222099162
Jayamahal,0.00022930651556215693
Hennur Depot,0.00022930651556215693
Channabyregowda Circle,0.00022818376515798541
Ramaswamy Palya,0.00022706408156527338
Ashoka Pillar,0.0002258506604800201
Depot-18,0.00022367400894909967
Chandrappa Circle,0.0002235486747867845
Gottipura,0.0002235486747867845
Muttanallur,0.0002235486747867845
Lakshman Rao Nagara,0.0002235486747867845
Bikkanahosahalli,0.0002235486747867845
Dodda Thimmasandra,0.0002235486747867845
Adigara Kallahalli,0.0002235486747867845
Kommasandra,0.0002235486747867845
Kodanandarama Nagara,0.0002235486747867845
Chudasandra,0.0002235486747867845
Melehalli,0.0002235486747867845
Upkar Badavane,0.0002235486747867845
ITI Layout Mallathahalli,0.0002235486747867845
SOLURU,0.0002235486747867845
BCMC Layout,0.0002235486747867845
Dandu Palya,0.0002235486747867845
Muttana Halli,0.0002235486747867845
Thiruranga,0.0002235486747867845
Areneru,0.0002235486747867845
Pandithana Agrahara,0.0002235486747867845
Chikka Dasarahalli,0.0002235486747867845
Sollepura,0.0002235486747867845
Banashankri 2nd Stage,0.0002235486747867845
Muthugadahalli,0.0002235486747867845
institute of Social Economic College,0.0002235486747867845
Immdahalli,0.0002235486747867845
Baguru,0.0002235486747867845
KAGGALIPURA,0.0002235486747867845
Gattahalli,0.0002235486747867845
Khazi Sonnehalli,0.0002235486747867845
Mylasandra Cross,0.0002235486747867845
Viratanagara Cross,0.0002235486747867845
Hongasandra Mico Layout,0.0002235486747867845
CHIKKANAGAMANGALA,0.0002235486747867845
Dodda Thugur Muneshwara Temple,0.0002235486747867845
Bangalore Central Jail,0.0002235486747867845
Kyalasanahalli,0.0002235486747867845
Haragadde,0.0002235486747867845
Balgere,0.0002235486747867845
Jyothipura,0.0002235486747867845
Chikka Thimmasandra,0.0002235486747867845
Chinthala Madiwala,0.0002235486747867845
Hegganahalli,0.0002235486747867845
Art of Living International Center,0.0002235486747867845
Podu,0.0002235486747867845
Muninagara,0.0002235486747867845
Taralu ESTATE,0.0002235486747867845
Veerasandra,0.0002235486747867845
Nawkal palya,0.0002235486747867845
Kagalahalli,0.0002235486747867845
Kempapura Agrahara,0.0002235486747867845
Bannigiri,0.0002235486747867845
New Gabadi,0.0002235486747867845
JJN THIMMAREDDY LAYOUT,0.0002235486747867845
AECS,0.0002235486747867845
Thoredoddi High School,0.0002235486747867845
Panathuru,0.0002235486747867845
Motaganahalli,0.0002235486747867845
Garudachar Palya,0.0002235486747867845
Tulasipura,0.0002235486747867845
Baleveerana Halli,0.0002235486747867845
Maruthi Markandayanagara,0.0002235486747867845
Bommasandra Indl Area,0.0002235486747867845
KAMASANDRA,0.0002235486747867845
Muthanallur,0.0002235486747867845
Sampige,0.0002235486747867845
Jadagenahalli,0.0002235486747867845
THAVATAHALLI,0.0002235486747867845
Horamavu,0.0002235486747867845
Dunnasandra Cross,0.0002235486747867845
Yattukodi,0.0002235486747867845
Alambadi,0.0002235486747867845
Bade Katte,0.0002235486747867845
Thippasandra,0.0002235486747867845
Anugondanahalli,0.0002235486747867845
Kamnahalli,0.0002235486747867845
Nagarabhavi Village,0.0002235486747867845
Giddappanahalli,0.0002235486747867845
Bhavapura,0.0002235486747867845
Dyavarahalli,0.0002235486747867845
Juttanahalli,0.0002235486747867845
Naganayakana Kote,0.0002235486747867845
Laggere Bridge,0.0002235486747867845
Gnanashakti Nagar,0.0002235486747867845
Indlawadi,0.0002235486747867845
Shivanahalli,0.0002235486747867845
Ashraya Badavane,0.0002235486747867845
Kolathur,0.0002235486747867845
Kallahalli,0.0002235486747867845
Vaghata Near Hoskote,0.0002235486747867845
Lingadira Mallasandra,0.0002235486747867845
Kanekallu,0.0002235486747867845
Banarahalli,0.0002235486747867845
Somalapura,0.0002235486747867845
Handaenahalli,0.0002235486747867845
Muthyalanagar,0.0002235486747867845
Samethanahalli,0.0002235486747867845
Banashankari BDA Complex,0.0002235486747867845
TChuddadenahalli,0.0002235486747867845
Jn of Marasandra,0.0002235486747867845
PURA,0.0002235486747867845
HARSNAHALLI,0.0002235486747867845
Aradeshanahalli,0.0002235486747867845
Ramakrishnapura,0.0002235486747867845
Alammana Palya,0.0002235486747867845
Basammanahalli,0.0002235486747867845
Punugumaranahalli,0.0002235486747867845
Magadi,0.0002235486747867845
Thokathimmanadoddi,0.0002235486747867845
Bokipura,0.0002235486747867845
Hosa Doddi,0.0002235486747867845
Sadanapalya,0.0002235486747867845
Muthurayapura,0.0002235486747867845
OB Choodahalli,0.0002235486747867845
Bandapura Village,0.0002235486747867845
M Sathyawara,0.0002235486747867845
Vabasandra,0.0002235486747867845
E Muthasandra,0.0002235486747867845
Lakkondahalli Cross,0.0002235486747867845
Orahalli,0.0002235486747867845
UMMALU,0.0002235486747867845
SHIVANAPURA,0.0002235486747867845
Nidaghatta,0.0002235486747867845
Doddanallala,0.0002235486747867845
Mugabala,0.0002235486747867845
Chikka Tumakur,0.0002235486747867845
Jinke Bachahalli,0.0002235486747867845
Banjara Palya,0.0002235486747867845
Dodda Dasarahalli,0.0002235486747867845
Bommanabande,0.0002235486747867845
Bhaktharahalli,0.0002235486747867845
KODIHALLI,0.0002235486747867845
Banara halli,0.0002235486747867845
Paramanahalli,0.0002235486747867845
Bannimangala,0.0002235486747867845
Kothaganahalli,0.0002235486747867845
Ramohalli,0.0002235486747867845
Billa Kempanahalli,0.0002235486747867845
Gulganjanahalli,0.0002235486747867845
Kakkehalli,0.0002235486747867845
Kenchanaguppe,0.0002235486747867845
Kurubarapalya,0.0002235486747867845
Subbarayappana Palya,0.0002235486747867845
Malligondanahalli,0.0002235486747867845
CK Thandya,0.0002235486747867845
Chikka Banahalli,0.0002235486747867845
Doddabannahalli,0.0002235486747867845
Honachanahalli,0.0002235486747867845
Bannikuppe,0.0002235486747867845
Muthurayanagudi Palya,0.0002235486747867845
Bethimgere,0.0002235486747867845
Kakaramana Halli,0.0002235486747867845
Kempa Dyapanahalli,0.0002235486747867845
Devalingaiah Palya,0.0002235486747867845
Guddadahalli Dinne,0.0002235486747867845
Devashettyhalli,0.0002235486747867845
DODDANALLURAHALLI,0.0002235486747867845
Hinnakki,0.0002235486747867845
Singena Agrahara,0.0002235486747867845
Ramasagara,0.0002235486747867845
Marasur,0.0002235486747867845
Betta Halli Kaval,0.0002235486747867845
Gaviyana Palya,0.0002235486747867845
Gurukula School Tharahunise,0.0002235486747867845
Hagalahalli,0.0002235486747867845
Byalalu Janatha Colony,0.0002235486747867845
Doddamaranahalli,0.0002235486747867845
Katammana Doddi,0.0002235486747867845
Uddandalli,0.0002235486747867845
Huluvenahalli,0.0002235486747867845
Mayasandra,0.0002235486747867845
Hakki Pikki Colony,0.0002235486747867845
Shanumangala,0.0002235486747867845
Rajapura,0.0002235486747867845
Karikallu,0.0002235486747867845
Narayanapura,0.0002235486747867845
Nagegowdana Palya,0.0002235486747867845
Vajramuneshwara Temple,0.0002235486747867845
Vinayakanagar,0.0002235486747867845
DODDATHAGGALI,0.0002235486747867845
Muttugadahalli Linganahalli,0.0002235486747867845
Rainbow Layout,0.0002235486747867845
M Gopahalli,0.0002235486747867845
Manchegowdana palya,0.0002235486747867845
Annahalli,0.0002235486747867845
Veerenahalli,0.0002235486747867845
Talaguppe,0.0002235486747867845
Vajara Halli,0.0002235486747867845
Channegowdana Doddi,0.0002235486747867845
Marikuppe,0.0002235486747867845
Gangena Halli,0.0002235486747867845
Helige Halli Colony,0.0002235486747867845
Savanadurga,0.0002235486747867845
Ajjanahalli,0.0002235486747867845
Laxmaiah Badavane,0.0002235486747867845
Nagaraholenagara,0.0002235486747867845
Biskur,0.0002235486747867845
Chikkamaskal,0.0002235486747867845
Annekarana Halli,0.0002235486747867845
Adusonnahatti Cross,0.0002235486747867845
Dibburu,0.0002235486747867845
MUKTHINAGA TEMPLE CROSS,0.0002235486747867845
Sugganahalli,0.0002235486747867845
Thittahalli,0.0002235486747867845
Parasanapalya,0.0002235486747867845
Chikka Kuntanahalli,0.0002235486747867845
Kenchanapalya,0.0002235486747867845
Mylappanahalli,0.0002235486747867845
Guni Agrahara,0.0002235486747867845
Kanuvanahalli,0.0002235486747867845
Soladevana Halli,0.0002235486747867845
Banasawadi,0.0002235486747867845
Madiwala Village Market,0.0002235486747867845
Soppahalli,0.0002235486747867845
Karekal Palya,0.0002235486747867845
Jakkanahalli,0.0002235486747867845
karpoora,0.0002235486747867845
Neraluru,0.0002235486747867845
Bylakonenahalli,0.0002235486747867845
Aralimarada Palya,0.0002235486747867845
Hadripura,0.0002235486747867845
Huluvenahalli Gate,0.0002235486747867845
Arjuna Bettahalli,0.0002235486747867845
Huttanahalli,0.0002235486747867845
Bettahalasuru,0.0002235486747867845
Bella Halli,0.0002235486747867845
Mylanahalli Chikka jala,0.0002235486747867845
Mahadevapura,0.0002235486747867845
Suliwara,0.0002235486747867845
Ballur,0.0002235486747867845
Kamblipura,0.0002235486747867845
Bidaraguppa,0.0002235486747867845
Kodalipura,0.0002235486747867845
Chowdeshwari Temple,0.0002235486747867845
Chikkahagade Gate,0.0002235486747867845
Hagadoor,0.0002235486747867845
Kodipalya,0.0002235486747867845
Naganayakanahalli,0.0002235486747867845
Uganawadi,0.0002235486747867845
Vijayanagar,0.0002235486747867845
Karenahalli,0.0002235486747867845
Jogerahalli,0.0002235486747867845
Dibbur,0.0002235486747867845
Lakshmipura,0.0002235486747867845
Ganagaluru,0.0002235486747867845
Suradenapura Yelahanka Road,0.0002235486747867845
Seetha Kempanahalli,0.0002235486747867845
Mallipalya,0.0002235486747867845
Bettanahalli,0.0002235486747867845
Chellahalli,0.0002235486747867845
Jnana Jyothi Nagara 2nd Phase,0.0002235486747867845
Vishweshwaraiah Layout 1st Block,0.0002235486747867845
Dhananayakanahalli,0.0002235486747867845
Baichapura,0.0002235486747867845
Veeranna Palya,0.0002235486747867845
KG Lakkenahalli,0.0002235486747867845
Ravuthanahalli,0.0002235486747867845
Shanubhoganahalli,0.0002235486747867845
Tharabana Halli Devanahalli Road,0.0002235486747867845
Neraganahalli,0.0002235486747867845
Somathanahalli,0.0002235486747867845
Yelachagere,0.0002235486747867845
Bhattaramarenahalli,0.0002235486747867845
Hancharahalli,0.0002235486747867845
Gangawara,0.0002235486747867845
Halasahalli,0.0002235486747867845
Munikondappa Badavane,0.0002235486747867845
Kurabarahalli,0.0002235486747867845
Linganahalli,0.0002235486747867845
Kondashettihalli Byalakere,0.0002235486747867845
Kanshiram Nagara,0.0002235486747867845
Shamarajapura,0.0002235486747867845
Varahasandra,0.0002235486747867845
Muttugada Halli Chikka jala,0.0002235486747867845
Cholanayakanahalli,0.0002235486747867845
Amarjyothi Nagara,0.0002235486747867845
BGS Health City,0.0002235486747867845
DASARAHALLI,0.0002235486747867845
Obalapura,0.0002235486747867845
Vidya Nagara Cross,0.0002235486747867845
BTM 16 th Main Hopcoms,0.0002235486747867845
Shivakote,0.0002235486747867845
Chikkabanawara Railway Gate,0.0002235486747867845
Gidada Palya,0.0002235486747867845
Parvathi Nagara,0.0002235486747867845
Gayatri Layout,0.0002235486747867845
Jinke Thimmanahalli,0.0002235486747867845
Vijanapura,0.0002235486747867845
Varanasi,0.0002235486747867845
Mukambika Nagar,0.0002235486747867845
Janthagondanahalli,0.0002235486747867845
Byrohalli,0.0002235486747867845
Kada Sonappana Halli,0.0002235486747867845
Kodathi,0.0002235486747867845
Gunjur Palya,0.0002235486747867845
Shivanapura Colony,0.0002235486747867845
Arasu Colony,0.0002235486747867845
Mavallipura,0.0002235486747867845
Kadayarppanhalli,0.0002235486747867845
Kadayarappanahalli,0.0002235486747867845
Srinivaspura,0.0002235486747867845
Doddipalya,0.0002235486747867845
Chokkanahalli,0.0002235486747867845
Bidalapura,0.0002235486747867845
Kempalingana pura,0.0002235486747867845
Chudahalli,0.0002235486747867845
Kattalepalya,0.0002235486747867845
Dinnur,0.0002235486747867845
Honnalagana Doddi,0.0002235486747867845
Gudipalya,0.0002235486747867845
Kugur Cross,0.0002235486747867845
Madavara,0.0002235486747867845
Nrutya Grama,0.0002235486747867845
Krishnadoddi Bannerghatta Road,0.0002235486747867845
Kallodu,0.0002235486747867845
Hosahalli Palya,0.0002235486747867845
Thammarasanahalli,0.0002235486747867845
Kalathammanahalli,0.0002235486747867845
Hosahalli,0.0002235486747867845
Kuduregere,0.0002235486747867845
Nekkundi Dommasandra,0.0002235486747867845
Sugatta,0.0002235486747867845
Ramanayakanahalli,0.0002235486747867845
Chunchaghatta,0.0002235486747867845
Kirloskar Badavane,0.0002235486747867845
Kasuvinakunte,0.0002235486747867845
Rajagopalanagar Rajni Farms,0.0002235486747867845
Koratageredoddi Bannerghatta,0.0002235486747867845
Pillahalli,0.0002235486747867845
Kodathi Silk Warm,0.0002235486747867845
Gadenahalli,0.0002235486747867845
Dodda Tumkur,0.0002235486747867845
Jalige,0.0002235486747867845
Koluvarayanahalli,0.0002235486747867845
Budamanahalli,0.0002235486747867845
Byatha,0.0002235486747867845
Sadenahalli,0.0002235486747867845
Gudemarenahalli Village,0.0002235486747867845
Karishma hills,0.0002235486747867845
Kathruguppe,0.0002235486747867845
Anandanagar,0.0002235486747867845
Seethanayakanahalli,0.0002235486747867845
Bilekalli Village,0.0002235486747867845
Tattekere,0.0002235486747867845
Lingapura,0.0002235486747867845
Nayanahalli,0.0002235486747867845
Veeregowdana Doddi,0.0002235486747867845
Gadigaiahana Doddi,0.0002235486747867845
Dubasi Palya,0.0002235486747867845
Ramagondanahalli,0.0002235486747867845
Nagadasanahalli,0.0002235486747867845
Bettahalli,0.0002235486747867845
Sondekoppa,0.0002235486747867845
Dabbaguli Manchanabele,0.0002235486747867845
Devaganahalli,0.0002235486747867845
Doddamarana Halli,0.0002235486747867845
Manchenahalli,0.0002235486747867845
Rajeev Gandhi Nagara,0.0002235486747867845
Karlapura Palya,0.0002235486747867845
Indrasanahalli,0.0002235486747867845
CHIMANDAHALLI,0.0002235486747867845
Nelavagilu,0.0002235486747867845
Kannurahalli,0.0002235486747867845
Kumbala Halli,0.0002235486747867845
Pillagumba,0.0002235486747867845
Bommenahalli,0.0002235486747867845
Thirumenahalli,0.0002235486747867845
Nagasandra,0.0002235486747867845
Bhovi Palya,0.0002235486747867845
Railway Gollahalli,0.0002235486747867845
Thore Nagasandra,0.0002235486747867845
Mallohalli Palya,0.0002235486747867845
Handrahalli,0.0002235486747867845
Kattugollahalli,0.0002235486747867845
Nallakkanadoddi,0.0002235486747867845
Gorinabele,0.0002235486747867845
Machanayakanahalli,0.0002235486747867845
Gottigehalli,0.0002235486747867845
Kanegowdanahalli,0.0002235486747867845
Ramadevanahalli,0.0002235486747867845
Handenahalli Gate,0.0002235486747867845
Honnasandra,0.0002235486747867845
Yentaganahalli,0.0002235486747867845
Gunduru Colony,0.0002235486747867845
Bylanjaneya Temple,0.0002235486747867845
Betthanagere,0.0002235486747867845
K Chansandra,0.0002235486747867845
Kamanahalli,0.0002235486747867845
Bukkasagara,0.0002235486747867845
Muppadighatta,0.0002235486747867845
Kodihalli Hesarugatta,0.0002235486747867845
Kadajakkanahalli,0.0002235486747867845
Sripathi Halli,0.0002235486747867845
Bommandanahalli,0.0002235486747867845
Konasandra Bannerghatta Road,0.0002235486747867845
Kasghattapura,0.0002235486747867845
Kumbarahalli,0.0002235486747867845
Nagaroor,0.0002235486747867845
Panathuru Dinne,0.0002235486747867845
Kaggalahalli,0.0002235486747867845
Kacharakanahalli,0.0002235486747867845
Kamarasanahalli,0.0002235486747867845
Byatarayana Doddi,0.0002235486747867845
Kenchenahalli Yelahanka,0.00022241760829209468
Shankar Mutt,0.00022172185440312434
Ganganagara HMT Layout,0.00022172185440312434
Sangam Circle,0.00022074985333621496
Hesaraghatta,0.00022026567107183686
Orian Mall Yeshwanthpura,0.00022026567107183686
Jalahalli Quarters,0.0002198157034887837
Halasuru,0.00021973045488643626
Bennigana Halli,0.00021896738940930708
Banasawadi Horamvu,0.00021896738940930708
Sathyanagara Indian Oil,0.00021896738940930708
BTM Bus Stand,0.00021862506900619165
Avathi,0.00021762871261957458
Depot 15,0.00021706144420644013
Tumkur Road 8th Mile,0.00021590333452986812
Chunchanakuppe,0.000215306080028237
Nandi Cross,0.0002151959835378789
Karnataka Judical Academy,0.0002151959835378789
BEL Parking Lot,0.0002151959835378789
Mother Dairy Cross,0.00021499853582549757
Holy Mother School,0.00021384313534493306
Electronics City,0.00021334195839637325
BM English School,0.0002127124164817047
Madiwala Market,0.00021254429833506762
Sanjay Nagara,0.00021198736650838065
Kadabagere gate,0.00021194750984229307
8th Mile T Dasarahalli,0.00021194750984229307
Accenture,0.00021103286132481688
Ashwatanagara Bhupasandra,0.00021063455632782906
Military Accounts Office,0.00021012201376575948
Cap Gemini,0.00020965482664727912
Garadi Apartments KR Road,0.00020916910728886593
Goodwill Womens College,0.00020913708204892568
ITI Circle KRPuram,0.0002090591548409935
RT Nagara Police Station,0.0002086159457616464
Kattigenahalli Gate,0.0002074745130593058
MALLIMAKANAPURA,0.0002074745130593058
HAL 6th Main,0.00020669078068443497
Golden star Hotel,0.00020669078068443497
Hosmat Hospital,0.00020669078068443497
Indian Oil,0.00020643379536898493
Narendra Talkies kadugondanahalli,0.00020643379536898493
Hebbala Baptists Hospital,0.00020643379536898493
Christ college,0.0002058198913181992
Byatarayana Doddi Cross,0.00020572091246454175
J Srinivasa Reddy Layout,0.00020572091246454175
Twinkler School,0.00020572091246454175
Pratyangiri Temple Turahalli,0.00020572091246454175
Kengeri Bande Mata,0.00020490729640998217
Jagadale Industries Pvt Ltd,0.00020477065442740607
Chamundinagara Sulthanpalya,0.00020402126866127815
RM Guttahalli,0.00020400055173975498
Chikkalasandra Bus Stand,0.00020387399145762106
Depot-07,0.00020359916057133048
Devanahalli Govt Hospital,0.00020359916057133048
Byranayakana Halli College,0.00020359916057133048
Gubbalala,0.00020359916057133048
Maranayakanahalli,0.00020359916057133048
Hommadevanahalli,0.00020359916057133048
Gopalapura,0.00020359916057133048
Indiranagara RTO Office,0.00020359916057133048
Dollors Colony JP Nagara,0.00020359916057133048
Pillaganahalli,0.00020359916057133048
Ramanayakana Doddi,0.00020359916057133048
Koppa,0.00020359916057133048
Malenallasandra,0.00020359916057133048
Acharya College Chikkabanavara,0.00020359916057133048
Lottegollahalli Railway Colony,0.00020359916057133048
DUO Hight Layout,0.00020359916057133048
Nayanappanahalli,0.00020359916057133048
Mallasandra,0.00020359916057133048
Achyutha Nagara,0.00020359916057133048
BSK 5th stage patalamma Tempel,0.00020359916057133048
Kodagalahatti,0.00020359916057133048
Billamaranahalli,0.00020359916057133048
Adde Gramme,0.00020359916057133048
Depot 27,0.00020359916057133048
Karahalli Cross,0.00020359916057133048
Amba Bhavani Nagara,0.00020359916057133048
ITI Layout,0.00020359916057133048
Kashinagara,0.00020359916057133048
Banashankari 5th Stage,0.00020359916057133048
Ladies Hostel University Campus,0.00020359916057133048
Nagarabhavi 9th Block,0.00020359916057133048
D Group Employees Layout,0.00020359916057133048
